id,user_id,order_date,status
51,71,2018-01-01T11:10:45.000+0000,completed
52,54,2018-01-01T11:11:45.000+0000,return_pending
53,34,2018-01-01T11:12:45.000+0000,completed
54,54,2018-01-01T11:13:45.000+0000,completed
55,18,2018-01-01T11:14:45.000+0000,completed
56,79,2018-01-01T11:15:45.000+0000,completed
57,93,2018-01-01T11:16:45.000+0000,completed
58,22,2018-01-01T11:17:45.000+0000,completed
59,30,2018-01-01T11:18:45.000+0000,completed
60,12,2018-01-01T11:19:45.000+0000,completed
61,63,2018-01-01T11:20:45.000+0000,completed
62,57,2018-01-01T11:21:45.000+0000,completed
63,70,2018-01-01T11:22:45.000+0000,completed
64,13,2018-01-01T11:23:45.000+0000,completed
65,26,2018-01-01T11:24:45.000+0000,completed
66,36,2018-01-01T11:25:45.000+0000,completed
67,79,2018-01-01T11:26:45.000+0000,completed
68,53,2018-01-01T11:27:45.000+0000,completed
69,3,2018-01-01T11:28:45.000+0000,completed
70,8,2018-01-01T11:29:45.000+0000,completed
71,42,2018-01-01T11:30:45.000+0000,shipped
72,30,2018-01-01T11:31:45.000+0000,shipped
73,19,2018-01-01T11:32:45.000+0000,completed
74,9,2018-01-01T11:33:45.000+0000,shipped
75,69,2018-01-01T11:34:45.000+0000,completed
76,25,2018-01-01T11:35:45.000+0000,completed
77,35,2018-01-01T11:36:45.000+0000,shipped
78,90,2018-01-01T11:37:45.000+0000,shipped
79,52,2018-01-01T11:38:45.000+0000,shipped
80,11,2018-01-01T11:39:45.000+0000,shipped
81,76,2018-01-01T11:40:45.000+0000,shipped
82,46,2018-01-01T11:41:45.000+0000,shipped
83,54,2018-01-01T11:42:45.000+0000,shipped
84,70,2018-01-01T11:43:45.000+0000,placed
85,47,2018-01-01T11:44:45.000+0000,shipped
86,68,2018-01-01T11:45:45.000+0000,placed
87,46,2018-01-01T11:46:45.000+0000,placed
88,91,2018-01-01T11:47:45.000+0000,shipped
89,21,2018-01-01T11:48:45.000+0000,placed
90,66,2018-01-01T11:49:45.000+0000,shipped
91,47,2018-01-01T11:50:45.000+0000,placed
92,84,2018-01-01T11:51:45.000+0000,placed
93,66,2018-01-01T11:52:45.000+0000,placed
94,63,2018-01-01T11:53:45.000+0000,placed
95,27,2018-01-01T11:54:45.000+0000,placed
96,90,2018-01-01T11:55:45.000+0000,placed
97,89,2018-01-01T11:56:45.000+0000,placed
98,41,2018-01-01T11:57:45.000+0000,placed
99,85,2018-01-01T11:58:45.000+0000,placed
